id,fold,topic,label,text1,text2
wiqa-1939-10-p,6,seed dispersal,else,more seeds pass through,LESS babies
wiqa-1126-10-p,7,virus,else,fewer cells will be infected,WEAKER echolocation
wiqa-388-8-p,8,boil,else,the heat source is hotter,more waste enters the kidneys
wiqa-1581-8-p,9,acid rain,else,nutrients in the soil counteract the acid rain,less pressure in the earth
wiqa-1723-5-p,0,photosynthesis,else,roots absorb more water and minerals,water molecules will break down faster
wiqa-1017-12-p,1,launching a satelite,else,less rockets will be able to fly,molecules absorb more energy
wiqa-2-5-p,2,igneous rock,else,more magma is released,less air moves into the lungs
wiqa-135-14-p,3,icberg,else,warming happens faster,MORE or LARGER mushrooms
wiqa-1800-14-p,4,bird,else,baby bird is cared for until it is an adult bird,less water evaporates
wiqa-143-8-p,5,forest,else,there are fewer animals eating the seeds,HELPING the animal to hibernate properly
wiqa-100-6-p,6,mountain,else,techtonic plates do not move,LESS sugar and oxygen being produced
wiqa-1392-6-p,7,mineral,else,more lava flows from volcanoes,there would be less waste
wiqa-1255-13-p,8,perspiration,else,more sweat,a SMALLER greenhouse effect
wiqa-1870-11-p,9,lungs,else,there is no air in the area,more urine produced
wiqa-1489-10-p,0,electromagnet,else,a weaker electromagnet created,more carbon dioxide in environment
wiqa-1857-5-p,1,dishwasher,else,more holes in paddles available,MORE igneous rock forming
wiqa-524-12-p,2,coal heating,else,the pipes are not able to hold the water,a SMALLER greenhouse effect
wiqa-978-4-p,3,dishwasher,else,dishwasher heats the water more,the pancreas working SOFTER
wiqa-348-9-p,4,green plants,else,less sugar converted by plants,LESS SEVERE disease occurring
wiqa-1096-9-p,5,pollution,else,less upset of carbon balance cycle,LESS fossils forming
wiqa-1111-4-p,6,liver,else,the blood is more clean,MORE electricity being produced
wiqa-1469-6-p,7,vegetables,else,more seeds planted,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-1669-6-p,8,photosynthesis,else,more chlorophyll absorbs the sun's energy,too little fertilizer is added
wiqa-733-8-p,9,coal heating,else,less coal is broken down into smaller material,LESS SEVERE disease occurring
wiqa-473-8-p,0,human,else,more adolescent becoming adults,less butterflies exit the chrysalis
wiqa-1451-10-p,1,frog,else,the water is too dangerous,the water will boil less quickly
wiqa-1042-7-p,2,volcano,else,there is no pressure being built up,HELPING owls to hunt at night
wiqa-2091-13-p,3,DNA replication,else,more strands breaking occurs,more air reaches air sacs
wiqa-241-2-p,4,earthquake,else,more land created,a SMALLER white dwarf star
wiqa-79-12-p,5,pancreas,else,there is less less food in the body,HELPING the animal to hibernate properly
wiqa-1471-8-p,6,vegetables,else,more seeds watered,MORE plants
wiqa-1736-9-p,7,writing and posting a letter,else,paper is not able to be written,MORE oxygen being brought to the body
wiqa-561-9-p,8,digestion,else,less carbohydrate break down,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-1261-8-p,9,ice cubes,else,less water come out of the faucet,more animals and plants die
wiqa-1146-6-p,0,cloud,else,more warm air expands,less water for washing plates
wiqa-1995-9-p,1,photosynthesis,else,less pores available,less soundwaves echo to the bat
wiqa-1143-11-p,2,coal-powered electricity,else,water is turned into steam slower,crust is pushed upward
wiqa-1718-8-p,3,ice cubes,else,more trays are filled with cold water,I take deep breaths
wiqa-376-12-p,4,gasoline,else,the oil canted be filtered,more blood is carried into the kidney
wiqa-1215-11-p,5,plant crops,else,less plants grow to maturity,wind moves more rock to different areas
wiqa-1402-10-p,6,rabbit,else,more rabbits can mate,More air reaches the alveoli
wiqa-89-9-p,7,acid rain,else,coal will become more scarce,air is inhaled through mouth
wiqa-107-8-p,8,hurricane,else,less warm water floats up from the ocean,more batter prepared for pancakes
wiqa-1796-7-p,9,echolocation,else,There are many bats,forming more crystals in the remains
wiqa-805-4-p,0,steam engine,else,coal is heated with steam,MORE or GREATER eruptions
wiqa-1586-14-p,1,acid rain,else,more altering of surrounding environment occurs,the eagle getting MORE food
wiqa-166-6-p,2,lightning,else,an increase in positive particles at the bottom of the cloud,having more water to freeze
wiqa-1839-1-p,3,owl,else,more deforestation occurs,more sulfer oxides are released into the atmosphere
wiqa-481-14-p,4,rabbit,else,baby rabbit is formed because of its parents,the water vapor will collect less
wiqa-1468-12-p,5,vegetables,else,more vegetables will be reaped,a SMALLER white dwarf star
wiqa-921-3-p,6,pancreas,else,the person drinks more liquid,more seeds are produced
wiqa-143-5-p,7,forest,else,a tree produces less seeds,MORE food being digested
wiqa-1131-8-p,8,virus,else,more copies of virus made,more animals are covered in sediment
wiqa-2103-9-p,9,gasoline,else,less oil is transported to factories,less seed will be eaten
wiqa-1468-6-p,0,vegetables,else,less seeds are planted,less remains liquefy
wiqa-1074-13-p,1,insulin,else,"Hormones produce less correct insulin, sugars turned into less energy",LESS frogs
wiqa-258-12-p,2,sedimentary rock,else,rocks will not be moved,less pancakes being made
wiqa-356-2-p,3,virus,else,less bacteria in environment,less sound hits the ear drum
wiqa-862-7-p,4,transport,else,there are fewer coal fields,more wax is chewed
wiqa-1167-6-p,5,fish,else,less fry emerge,magma encounters water
wiqa-956-10-p,6,desalination,else,less solution cavities are formed,If more bats are in a cave
wiqa-662-6-p,7,writing and posting a letter,else,pen is placed in writer's hand,MORE salt being removed from the water
wiqa-1331-13-p,8,volcano,else,creates more pressure over time,MORE aluminum cans being recycled
wiqa-174-3-p,9,birthday party,else,the candles melted before being put on cake,Not enough steam will be generated
wiqa-1325-7-p,0,mold,else,less mold spores float in the air,LESS electricity being produced
wiqa-63-2-p,1,auditory,else,more sound in the environment,more people will want to recycle
wiqa-1700-2-p,2,frog,else,not all the eggs were fertilized,water is absorbed into the clouds as vapor
wiqa-1383-12-p,3,pancreas,else,I did not have surgery,MORE greenhouse gases
wiqa-832-13-p,4,radioactive atoms,else,isotope decays more,LESS cells being damaged
wiqa-203-14-p,5,sediment,else,the sediment will not travel,a LESS INTENSE water cycle
wiqa-159-2-p,6,rust,else,water does not contact the iron,more snowflakes reach the ground
wiqa-362-4-p,7,coal-powered electricity,else,no steam to spin propeller blade,Birds spend more time on nest
wiqa-138-8-p,8,icberg,else,less chunks taken off of glaciers,SMALLER mountains
wiqa-1854-4-p,9,recycling,else,more cans are melted down,less carbon dioxide is removed from the air
wiqa-1813-12-p,0,mushroom,else,the environment is to harsh is to produce mushrooms,fewer people want to buy coal
wiqa-293-11-p,1,sewing machine,else,sewing machine is able to recieve power,HELPING the dishwasher to clean better
wiqa-1191-0-p,2,fossilization,else,there is a major earthquake,LESS sedimentary rock forming
wiqa-685-8-p,3,lungs,else,the person is dead,less water washes the sediment back
wiqa-1640-12-p,4,protein synthesis,else,no cell production occurs,less water droplets will be formed in clouds
wiqa-1078-10-p,5,seed dispersal,else,less plants will attach to the animal's fur,MORE/LARGER nests
wiqa-2095-13-p,6,DNA replication,else,less hydrogen bonds can be mixed with them,LESS electricity being produced
wiqa-526-12-p,7,coal heating,else,there will be less pollution,bacteria is not strong enough to spread in the human being
wiqa-1623-0-p,8,earthquake,else,the crust is very thin and not very much pressure is needed for the crust to break,If more proteins are taken
wiqa-1912-1-p,9,rain,else,it is winter time,enzymes are breaking down
wiqa-976-12-p,0,dishwasher,else,the dishes are clean,less air is transported to the lungs
wiqa-1220-9-p,1,volcanic eruption,else,less magma is pushed up,LESS or SLOWER weathering occurring
wiqa-22-5-p,2,echolocation,else,less soundwaves echo to the bat,less sunlight enters the cell
wiqa-549-8-p,3,owl,else,humans concrete over the area,more seeds get caught in animal fur
wiqa-236-14-p,4,volcanic eruption,else,less lava comes out of the volcano,more inputs to convert into sugars
wiqa-494-13-p,5,kidney,else,less waste enters the kidneys,a SMALLER cake
wiqa-956-1-p,6,desalination,else,less water mixes with the soil,less cracks form in the rocks
wiqa-287-8-p,7,mold,else,bread is not near any moisture,Less proteins are replaced with minerals
wiqa-1380-2-p,8,acid rain,else,A company disposes chemicals on rivers,LESS oil arriving at gas stations
wiqa-207-5-p,9,sediment,else,If the wind speed increases,MORE ice cubes being made
wiqa-1659-2-p,0,rabbit,else,More rabbits want to mate with the females,more fruit is produced
wiqa-516-8-p,1,butterfly,else,less pupae grow,air is cleared in the bronchial tubes
wiqa-502-7-p,2,liver,else,cook healthier at home,more bouncing droplets join together
wiqa-1137-4-p,3,weathering,else,less rocks break apart,HELPING the dishwasher to clean better
wiqa-364-3-p,4,coal-powered electricity,else,Changes in humidity,more Hyphae will converge
wiqa-1481-6-p,5,butterfly,else,more caterpillars grow bigger,LESS fish
wiqa-1133-12-p,6,weathering,else,less weathering occurs,less forest fires happen
wiqa-1427-1-p,7,steam engine,else,less resources available,MORE radioactive decay occurring
wiqa-1705-8-p,8,writing and posting a letter,else,the paper was lost,a WEAKER electromagnet
wiqa-1062-13-p,9,green plants,else,more sunlight is collected by the leaves of plants,If more sunlight is gathered by the plant
wiqa-1611-12-p,0,tree rings,else,there will be no pause in growth,more hormones produced
wiqa-1793-2-p,1,echolocation,else,more sound waves hit the mouth,you get less sleep than you need
wiqa-266-12-p,2,mountain,else,makes smaller mountains,LESS frogs
wiqa-751-9-p,3,coal-powered electricity,else,less steam powers turbines,put more letters into envelope
wiqa-2014-6-p,4,bird,else,If more eggs are incubated,HELPING the animal to hibernate properly
wiqa-414-0-p,5,global warming,else,government buying meat for everyone,more carbon atoms will rearrange into a new substance
wiqa-1677-10-p,6,camping,else,more essential items can be used while camping,LARGER mountains
wiqa-685-2-p,7,lungs,else,the air is breathable,the muscle will shorten more
wiqa-562-11-p,8,treating a cut,else,a scab will form,the bee will transport less pollen
wiqa-1003-11-p,9,snow,else,more ice crystals will form,more blood sugar
wiqa-165-3-p,0,lightning,else,the cloud is stable in the air,LESS or SMALLER valleys being formed
wiqa-1166-17-p,1,fish,else,more eggs hatch,pen goes to paper
wiqa-1884-0-p,2,ravine,else,less rain occur,MORE digestion occuring
wiqa-773-12-p,3,coffee,else,the coffee filter is broken,more heat occurs
wiqa-956-14-p,4,desalination,else,dissolves calcite more,HURTING the DNA to replicate properly
wiqa-1268-3-p,5,kidney,else,having a more healthy heart,LESS waste being removed from the body
wiqa-1158-6-p,6,fires affecting animals,else,more forest fires,sugar in the food deposited in the bloodstream
wiqa-981-8-p,7,dishwasher,else,the jets do not spray with more power,more heat rises from the ground
wiqa-317-12-p,8,ice cubes,else,there would be no need for a tray,there is no wilderness area
wiqa-1952-11-p,9,the greenhouse effect,else,Temperature of the earth decreases,LESS birds
wiqa-1314-9-p,0,bee hive,else,the hive will be smaller,water will evaporate more quickly
wiqa-1794-13-p,1,echolocation,else,the bat hears the echo less,less acid gets to the limestone
wiqa-1477-9-p,2,solar panel,else,sunlight knocks electrons loose less,HELPING the skin go repair itself
wiqa-797-8-p,3,white dwarf,else,the star had more hydrogen,LESS crops
wiqa-1064-11-p,4,green plants,else,Less glucose can be produced,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-922-9-p,5,kidney,else,kidneys regulate blood pressure less often,LESS electricity being produced
wiqa-823-8-p,6,human,else,there is a population crisis which makes people want to have more babies,crude oil is processed and purified
wiqa-1735-4-p,7,writing and posting a letter,else,pen is placed in hand,MORE solar power being generated
wiqa-1722-10-p,8,photosynthesis,else,My carbon dioxide stops,LESS or WEAKER earthquakes
wiqa-1560-5-p,9,plant,else,less pollenating product is released,more rainwater absorbs carbon dioxide
wiqa-1440-10-p,0,digestion,else,more acid is being created,MORE/LARGER mushrooms
wiqa-2035-4-p,1,mineral,else,less lava crystalizes,LESS minerals forming
wiqa-1378-7-p,2,acid rain,else,acid rain is not formed,Air reaches a higher temperature and expands
wiqa-866-2-p,3,transport,else,the population has increased along with the need for electricity,a STRONGER electromagnet
wiqa-22-14-p,4,echolocation,else,the bat will not know where objects are,a LESS INTENSE water cycle
wiqa-511-9-p,5,flight,else,there will be more space,MORE butterflies
wiqa-1373-14-p,6,hurricane,else,less thunderstorms amass in the low pressure area,MORE regulation of blood sugar level being needed
