id,fold,type,label,text1,text2
because-1821517.ann-E7-r,9,Motivation,else,buy uranium from Niger,his nuclear weapons program
because-wsj_2125.ann-E3-r,0,Consequence,else,it was even harder to do an LBO,prices were crazy
because-CHRG-110hhrg44900-1.ann-E3-r,1,Purpose,else,step in,avert events that pose unacceptable systemic risk
because-1854017.ann-E15-r,2,Consequence,else,"the deputy speaker, Sheik Khalid al-Attiya, a Shiite from the United Iraqi Alliance, will be the acting speaker",a replacement for Mr. Mashhadani is approved
because-1853339.ann-E20-r,3,Motivation,else,"a furious rebellion among many Republican and even some Democratic voters, who were linked by the Internet and encouraged by radio talk show hosts",the legislation
because-1854575.ann-E7-r,4,Motivation,else,it has been bemoaned by local governments,driving up costs
because-20020731-nyt.ann-E1-r,5,Motivation,else,the committee chastised him,"using poor judgment and disregarding Senate rules in his dealings with the former donor, David Chang"
because-1853106.ann-E1-r,6,Purpose,else,the trial adjourned for 10 days,"the judge, Oscar Magi, could decide whether to suspend the trial temporarily"
because-wsj_1450.ann-E10-r,7,Consequence,else,employees or owners had been robbed,on the job
because-20020731-nyt.ann-E146-r,8,Consequence,else,violations of Senate rules (and related statutes),your actions and failure to act
because-CHRG-110hhrg44900-1.ann-E23-r,9,Consequence,else,"a market sensitive regulatory authority not only prevents some of the problems, but is pro-market, because we have investors now who are unwilling to invest even in things they should",properly done
because-1824078.ann-E15-r,0,Consequence,else,the city work out just how well it will fare under the governor's budget proposal,some time
because-Article247_3500.ann-E17-r,1,Consequence,else,obscurity,mocked
because-wsj_1803.ann-E5-r,2,Consequence,else,delays,power failures prevented its package-sorting facilities from operating
because-CHRG-110hhrg44900-1.ann-E27-r,3,Purpose,else,"we have to make sure that the cost of that failure is borne by the firm's shareholders and creditors, and not passed on to the taxpaying public",protect the taxpayer
because-1852912.ann-E10-r,4,Motivation,else,lethal return fire by marines in a residential area,an attack by insurgents
because-CHRG-110hhrg44900-1.ann-E137-r,5,Consequence,else,ensure that the various payment and settlement systems have the necessary procedures and controls in place to manage the risks that they face,"a patchwork of authorities, largely derived from our role as a banking supervisor as well as on moral suasion"
because-1852142.ann-E15-r,6,Motivation,else,Much of the world is skeptical,the Bush administration has such a poor track record on this topic
because-1854005.ann-E4-r,7,Purpose,else,"Mrs. Clinton's main rival, Senator Barack Obama of Illinois, had reached out to Mr. Menendez in recent weeks",win his support
because-1852704.ann-E4-r,8,Consequence,else,Iraqi and American officials got a jolt late in the day,reports emerged suggesting that Turkish forces had begun a long-threatened incursion into northern Iraq to hunt Kurdish guerrillas who stage attacks inside Turkey
because-CHRG-110hhrg44900-2.ann-E29-r,9,Consequence,else,you sort of think in terms of the next election or whatever it may be,you're in Congress
because-CHRG-110hhrg44900-1.ann-E157-r,0,Motivation,else,we have to plan for how to handle the failure of a major institution,necessity
because-1854158.ann-E11-r,1,Motivation,else,women and girls were barred from attending school,the Taliban were in power
because-wsj_1506.ann-E2-r,2,Consequence,else,The U.S. is required to notify foreign dictators,it knows of coup plans likely to endanger their lives
because-1820510.ann-E4-r,3,Consequence,else,the deaths of four unarmed Iraqis,the colonel's ``miscommunication'' of the rules
because-wsj_1121.ann-E8-r,4,Consequence,else,"they lost Namibia to South Africa and the diamonds to Ernest Oppenheimer, patriarch of Anglo American Corp. and De Beers",the Germans lost World War I
because-wsj_1603.ann-E3-r,5,Motivation,else,him an official target in pre-reform days,His business success
because-wsj_1504.ann-E28-r,6,Consequence,else,their systems are described in their employee handbooks and talked up by personnel specialists,they
because-1853958.ann-E6-r,7,Motivation,else,it would not comment further,Florida Democrats formally submitted their plan
because-1820510.ann-E9-r,8,Consequence,else,any chance for his promotion,The formal reprimand Colonel Steele received
because-1851265.ann-E5-r,9,Motivation,else,it is a sham shelter in the eyes of the Internal Revenue Service,"a tax shelter does fancy footwork to follow, or appear to follow, the letter of the tax code but violates its spirit by existing mainly to generate tax deductions"
because-wsj_1413.ann-E5-r,0,Purpose,else,the request was made,give the department ``maximum flexibility'' to deal with the cuts
because-wsj_1611.ann-E2-r,1,Consequence,else,The Peruvian mineral concern's $251 million claim,1988 jury award in a case stemming from the brothers' alleged attempts to corner the 1979-80 silver market
because-1851285.ann-E7-r,2,Consequence,else,millions of new infections,The program
because-1821059.ann-E15-r,3,Consequence,else,deadlock,sectarian divisions and the need for a twothirds majority in some cases
because-1851291.ann-E7-r,4,Motivation,else,``firmly reject'' aspects of science,they are inconsistent with religious beliefs
because-wsj_1849.ann-E15-r,5,Motivation,else,restoring the market's faith in them,the underlying profitability rate will go up and the capital assets he bought on the cheap will soon be producing profits
because-wsj_1603.ann-E35-r,6,Consequence,else,"Mrs. Thi has become the darling of ``doi moi'', the Vietnamese version of perestroika",Mr. Linh's appointment as secretary-general of the party at the sixth congress
because-1855590.ann-E21-r,7,Consequence,else,It's hard to catch,"they are shipped as components, not completed weapons"
because-CHRG-110hhrg44900-1.ann-E72-r,8,Purpose,else,"the trigger for invoking such authority should be very high, such as a bankruptcy filing",reinforce market discipline
because-CHRG-110hhrg44900-1.ann-E15-r,9,Purpose,else,"we must establish a modern, regulatory structure",strengthen the safety and soundness of our institutions and discourage unsound practices and conduct
because-wsj_1780.ann-E14-r,0,Consequence,else,"the department may revoke its certificate, grounding the airline",the secretary concludes that a transaction has made a carrier unfit to operate
because-CHRG-110hhrg44900-2.ann-E80-r,1,Consequence,else,"try to create an orderly process that doesn't create the market externalities at the same time it would avoid moral hazard because the equity holders, the management and subordinate debt holders would all be subjected to losses in that process",stronger resolution procedures
because-CHRG-110hhrg44900-1.ann-E112-r,2,Purpose,else,We will have the Chairman before us for 3 more hours next week,talk about the economy and Humphrey-Hawkins
because-wsj_1446.ann-E17-r,3,Consequence,else,it operate freely nationwide despite its record as an admitted felon,settlements
because-wsj_1698.ann-E13-r,4,Consequence,else,they're meaningless,Congress has a guilty conscience and changes its mind
because-1855648.ann-E32-r,5,Consequence,else,the crime,the specific intent
because-1821517.ann-E4-r,6,Consequence,else,causing the president to inaccurately say in his State of the Union address that the British government had confirmed Iraq's efforts to buy uranium in Africa,the C.I.A.
because-wsj_1849.ann-E18-r,7,Motivation,else,society continue shielding its eyes,there were enough promoters announcing the end of history (in this case suspension of normal laws of economic gravity)
because-wsj_1780.ann-E26-r,8,Consequence,else,The secretary would be required to block an acquisition,it gave control to a foreign interest
because-wsj_1700.ann-E6-r,9,Consequence,else,they were opening the door to communist domination,the Western powers bowed to pressure for such a coalition
because-1854575.ann-E9-r,0,Motivation,else,we wanted to negotiate a good bill,We trust all the players that are involved this time around
because-1853335.ann-E29-r,1,Purpose,else,antitrust should be used,regulate business activity
because-1852197.ann-E15-r,2,Purpose,else,American commanders have also had to send troops outside the capital,deal with a sharp rise in violence in Diyala Province
because-20020731-nyt.ann-E39-r,3,Purpose,else,"putting up $300,000",get things started
because-CHRG-110hhrg44900-2.ann-E79-r,4,Consequence,else,us intervene in an early stage,stronger resolution procedures
because-1854675.ann-E14-r,5,Consequence,else,Fatah would give up much of its remaining power,the security forces would all report to the Interior Minister
because-1854626.ann-E15-r,6,Purpose,else,he is willing to say and do anything,win the nomination
because-CHRG-110hhrg44900-1.ann-E204-r,7,Purpose,else,Cooperation between the Fed and SEC is taking place within the existing statutory framework,addressing the near-term situation
because-1851335.ann-E8-r,8,Purpose,else,what New York City did,monitor the effectiveness of the Police Department through the Compstat program
because-20020731-nyt.ann-E141-r,9,Consequence,else,"a violation of the Senate Gifts Rule (35) and, consequently, a violation of your public disclosure obligations under Senate rules",Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting the loan of home state artwork
because-1854626.ann-E2-r,0,Consequence,else,"federal financing is currently allowed only for work on those stem cell lines that already existed in August 2001, when President Bush adopted that cutoff as his administration's policy",standard research entails destruction of embryos
