pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00999_2#00999_2_1,00999,00999_2,00999_2_1,Cultural treasures should be returned to their country of origin.,"It is not always clear how artefacts were acquired (illegally or otherwise), making it impossible to determine a basis for their return to a country of origin:",-1,0.013621397316455841,0.012723302468657494,0.9736552834510803
00447_8#00447_8_1,00447,00447_8,00447_8_1,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell makes gays second class citizens",1,0.003985166549682617,0.24246709048748016,0.753547728061676
00447_8#00447_8_5,00447,00447_8,00447_8_5,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" has been upheld in court",-1,0.00190133904106915,0.012899275869131088,0.9851993322372437
00874_8#00874_8_26,00874,00874_8,00874_8_26,Society should ban or restrict the sale and use of violent video games.,"Claim that the intensity of the above influences of video games on the player are likely only going to grow, as video games become increasingly realistic:",1,0.0027220353949815035,0.6444738507270813,0.35280415415763855
01302_1#01302_1_4,01302,01302_1,01302_1_4,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,"Marriage is about union and love, both of which are hard to fulfill and need to be continually worked on, rather than abandoned casually:",-1,0.0008660612511448562,0.98555588722229,0.013578105717897415
00726_6#00726_6_15,00726,00726_6,00726_6_15,The US government should fund embryonic stem cell research.,"Adult stem cells taken from patients themselves avoids immune rejection better than embryonic stem cells, and that this could be a more cost effective approach to treatment:",-1,0.0009142551571130753,0.00477030873298645,0.9943154454231262
00726_6#00726_6_9,00726,00726_6,00726_6_9,The US government should fund embryonic stem cell research.,"The Orlic and NIH 2001 tests were not repeatable, reducing the credibility of the claim that certain adult stem cell can help repair heart tissue:",1,0.00255214492790401,0.03404218703508377,0.9634056687355042
00726_3#00726_3_2,00726,00726_3,00726_3_2,The US government should fund embryonic stem cell research.,"Life only begins when humans take their first breath, claiming that a destruction of an embryo or fetus before this point is not the destruction of life:",1,0.0011716537410393357,0.0170818492770195,0.9817465543746948
00447_3#00447_3_7,00447,00447_3,00447_3_7,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Minority of troop discomfort with gays is enough to damage cohesion.,-1,0.017088057473301888,0.44927263259887695,0.5336393117904663
00447_8#00447_8_2,00447,00447_8,00447_8_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell is inconsistent with conservative ideals",1,0.005814380012452602,0.4018527567386627,0.5923328399658203
00447_8#00447_8_8,00447,00447_8,00447_8_8,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","Don""t ask don""t tell wrongly forces gay servicemen to lie",1,0.009099098853766918,0.45773783326148987,0.5331630706787109
00447_18#00447_18_4,00447,00447_18,00447_18_4,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" damages gay troop relationships",1,0.004928617272526026,0.8243198990821838,0.17075149714946747
00513_4#00513_4_4,00513,00513_4,00513_4_4,Countries should place some limitations on foreign investments.,Putting a cap on foreign investment and so reducing the likelihood of a bubble economy developing acts as a spur to local investors to invest their money in the home economy.,1,0.9437259435653687,0.021128259599208832,0.03514580801129341
00803_4#00803_4_3,00803,00803_4,00803_4_3,Countries should place some limitations on foreign investments.,Putting a cap on foreign investment and so reducing the likelihood of a bubble economy developing acts as a spur to local investors to invest their money in the home economy.,1,0.9437259435653687,0.021128259599208832,0.03514580801129341
00325_1#00325_1_3,00325,00325_1,00325_1_3,Abortions should be limited to 3 months within conception.,"If there is to be common ground or compromise, it may be in fixing the point during pregnancy which there is consensus that abortions should be limited.",1,0.0007991307647898793,0.0020895644556730986,0.9971113204956055
00508_5#00508_5_2,00508,00508_5,00508_5_2,Governments should have the power to intern suspects without trial.,"The war on terror is not like past, conventional conflicts, and the executive branch should not be able to take wartime powers simply on its own declaration.",1,0.0025759285781532526,0.06615595519542694,0.9312680959701538
00042_20#00042_20_1,00042,00042_20,00042_20_1,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","Despite promising developments, it is unrealistic to expect Iraqs own forces to be able to take over fully in the near future.",-1,0.003101592417806387,0.40946128964424133,0.5874371528625488
00096_5#00096_5_1,00096,00096_5,00096_5_1,Governments should have the power to intern suspects without trial.,"The war on terror is not like past, conventional conflicts, and the executive branch should not be able to take wartime powers simply on its own declaration.",1,0.0025759285781532526,0.06615595519542694,0.9312680959701538
00447_4#00447_4_2,00447,00447_4,00447_4_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" maintains modest sexual values",-1,0.00614484678953886,0.06792909651994705,0.9259260892868042
00447_4#00447_4_3,00447,00447_4,00447_4_3,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" preserves US military values",-1,0.002069460926577449,0.013986937701702118,0.9839435815811157
00680_6#00680_6_2,00680,00680_6,00680_6_2,Nato should continue to expand into East Europe and possible beyond.,NATO expansion can only lead to the overstretching of the organisation and thus the undermining of stability for the entirety of Europe.,-1,0.002465389436110854,0.11773351579904556,0.8798010945320129
00508_1#00508_1_1,00508,00508_1,00508_1_1,Governments should have the power to intern suspects without trial.,"The war on terror is not truly winnable, making it wrong to ""intern"" or detain on the indefinite basis of such a war.",-1,0.015038256533443928,0.8200785517692566,0.16488318145275116
00726_3#00726_3_1,00726,00726_3,00726_3_1,The US government should fund embryonic stem cell research.,"""Life"" can only begin in the womb, not in a laboratory, making the destruction of embryos that never existed in the womb acceptable.",1,0.0005540176061913371,0.0024328758008778095,0.9970130920410156
00726_1#00726_1_13,00726,00726_1,00726_1_13,The US government should fund embryonic stem cell research.,"The current cost of Alzheimers disease to American society, which some sources argue would be eliminated through the discovery of a cure through stem cell research:",1,0.0053290072828531265,0.950069785118103,0.04460117593407631
00030_1#00030_1_1,00030,00030_1,00030_1_1,Sado-masochism should be legalised.,A prohibition of sado-masochism is simply inconsistent with the liberty that governments already permit their citizens to injure each other and themselves.,1,0.15163402259349823,0.24390925467014313,0.6044567823410034
00030_1#00030_1_2,00030,00030_1,00030_1_2,Sado-masochism should be legalised.,"Counter that boxing is a primary example of an activity that involves the direct, intentional harm to ones self and other individuals, and which is legal:",1,0.03519463539123535,0.0043225763365626335,0.9604827761650085
00909_2#00909_2_3,00909,00909_2,00909_2_3,Doctors should be allowed to prescribe contraception for girls under the age of 16.,"The government cannot allow for the provision of condoms to youths, such that it implicitly condones breaking the law:",-1,0.03188397362828255,0.47740253806114197,0.4907134473323822
00424_1#00424_1_6,00424,00424_1,00424_1_6,Governments should choose open source software in order to encourage its use.,"Open-source software usually lacks customer support and trouble shooting like closed-source software, meaning governments have to pay extra for that support:",-1,0.020498888567090034,0.08358071744441986,0.8959203362464905
00508_6#00508_6_3,00508,00508_6,00508_6_3,Governments should have the power to intern suspects without trial.,"At a time when our society is under threat, it is more important to protect our intelligence sources than it is to try and punish individual terrorists.",1,0.002302407054230571,0.2884034216403961,0.7092941999435425
