pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct
00726_6#00726_6_15,00726,00726_6,00726_6_15,The US government should fund embryonic stem cell research.,"Adult stem cells taken from patients themselves avoids immune rejection better than embryonic stem cells, and that this could be a more cost effective approach to treatment:",-1,8.640163287054747e-05,2.560326538514346e-05
00726_6#00726_6_9,00726,00726_6,00726_6_9,The US government should fund embryonic stem cell research.,"The Orlic and NIH 2001 tests were not repeatable, reducing the credibility of the claim that certain adult stem cell can help repair heart tissue:",1,4.937972698826343e-05,4.098684439668432e-05
00726_3#00726_3_2,00726,00726_3,00726_3_2,The US government should fund embryonic stem cell research.,"Life only begins when humans take their first breath, claiming that a destruction of an embryo or fetus before this point is not the destruction of life:",1,5.503916690940969e-05,0.00018613012798596174
00447_3#00447_3_7,00447,00447_3,00447_3_7,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Minority of troop discomfort with gays is enough to damage cohesion.,-1,9.126430086325854e-05,4.862302012043074e-05
00447_8#00447_8_2,00447,00447_8,00447_8_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell is inconsistent with conservative ideals",1,3.964688949054107e-05,2.5146742700599134e-05
00447_8#00447_8_8,00447,00447_8,00447_8_8,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","Don""t ask don""t tell wrongly forces gay servicemen to lie",1,4.381480539450422e-05,2.5880508474074304e-05
00447_18#00447_18_4,00447,00447_18,00447_18_4,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" damages gay troop relationships",1,0.00015244710084516555,1.2089432857464999e-05
00513_4#00513_4_4,00513,00513_4,00513_4_4,Countries should place some limitations on foreign investments.,Putting a cap on foreign investment and so reducing the likelihood of a bubble economy developing acts as a spur to local investors to invest their money in the home economy.,1,0.0001046428587869741,3.201621075277217e-05
00803_4#00803_4_3,00803,00803_4,00803_4_3,Countries should place some limitations on foreign investments.,Putting a cap on foreign investment and so reducing the likelihood of a bubble economy developing acts as a spur to local investors to invest their money in the home economy.,1,0.0001046428587869741,3.201621075277217e-05
00325_1#00325_1_3,00325,00325_1,00325_1_3,Abortions should be limited to 3 months within conception.,"If there is to be common ground or compromise, it may be in fixing the point during pregnancy which there is consensus that abortions should be limited.",1,0.9801216125488281,0.00024376421060878783
00508_5#00508_5_2,00508,00508_5,00508_5_2,Governments should have the power to intern suspects without trial.,"The war on terror is not like past, conventional conflicts, and the executive branch should not be able to take wartime powers simply on its own declaration.",1,0.00014754352741874754,1.2658475498028565e-05
00042_20#00042_20_1,00042,00042_20,00042_20_1,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","Despite promising developments, it is unrealistic to expect Iraqs own forces to be able to take over fully in the near future.",-1,0.00023057289945427328,2.8457985536078922e-05
00096_5#00096_5_1,00096,00096_5,00096_5_1,Governments should have the power to intern suspects without trial.,"The war on terror is not like past, conventional conflicts, and the executive branch should not be able to take wartime powers simply on its own declaration.",1,0.00014754352741874754,1.2658475498028565e-05
00447_4#00447_4_2,00447,00447_4,00447_4_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" maintains modest sexual values",-1,3.567422754713334e-05,2.71445660473546e-05
00447_4#00447_4_3,00447,00447_4,00447_4_3,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" preserves US military values",-1,5.1324532250873744e-05,3.2026371627580374e-05
00680_6#00680_6_2,00680,00680_6,00680_6_2,Nato should continue to expand into East Europe and possible beyond.,NATO expansion can only lead to the overstretching of the organisation and thus the undermining of stability for the entirety of Europe.,-1,0.08341243863105774,6.72920941724442e-05
00508_1#00508_1_1,00508,00508_1,00508_1_1,Governments should have the power to intern suspects without trial.,"The war on terror is not truly winnable, making it wrong to ""intern"" or detain on the indefinite basis of such a war.",-1,5.2884981414536014e-05,1.7583606677362695e-05
00726_3#00726_3_1,00726,00726_3,00726_3_1,The US government should fund embryonic stem cell research.,"""Life"" can only begin in the womb, not in a laboratory, making the destruction of embryos that never existed in the womb acceptable.",1,7.439731416525319e-05,3.6879355320706964e-05
00726_1#00726_1_13,00726,00726_1,00726_1_13,The US government should fund embryonic stem cell research.,"The current cost of Alzheimers disease to American society, which some sources argue would be eliminated through the discovery of a cure through stem cell research:",1,7.745366747258231e-05,2.429163760098163e-05
00030_1#00030_1_1,00030,00030_1,00030_1_1,Sado-masochism should be legalised.,A prohibition of sado-masochism is simply inconsistent with the liberty that governments already permit their citizens to injure each other and themselves.,1,0.00022409089433494955,2.6940486350213178e-05
00030_1#00030_1_2,00030,00030_1,00030_1_2,Sado-masochism should be legalised.,"Counter that boxing is a primary example of an activity that involves the direct, intentional harm to ones self and other individuals, and which is legal:",1,0.00034784956369549036,4.792910840478726e-05
00909_2#00909_2_3,00909,00909_2,00909_2_3,Doctors should be allowed to prescribe contraception for girls under the age of 16.,"The government cannot allow for the provision of condoms to youths, such that it implicitly condones breaking the law:",-1,0.00010476634633960202,4.749758227262646e-05
00424_1#00424_1_6,00424,00424_1,00424_1_6,Governments should choose open source software in order to encourage its use.,"Open-source software usually lacks customer support and trouble shooting like closed-source software, meaning governments have to pay extra for that support:",-1,4.275906758266501e-05,4.2429550376255065e-05
00508_6#00508_6_3,00508,00508_6,00508_6_3,Governments should have the power to intern suspects without trial.,"At a time when our society is under threat, it is more important to protect our intelligence sources than it is to try and punish individual terrorists.",1,0.00037918519228696823,1.1742084097932093e-05
00328_4#00328_4_11,00328,00328_4,00328_4_11,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,The relative insignificance of ANWR oil supplies makes it a poor means to reducing US foreign oil dependencies.,-1,5.338564733392559e-05,4.5515949750551954e-05
00055_11#00055_11_3,00055,00055_11,00055_11_3,Iraq should be partitioned into three autonomous sectarian regions.,"Iraqs history as a united country has resulted only in violence and demanded hard-handed governance, and partitioning it would solve this problem:",1,0.00012415266246534884,1.613312997506e-05
00447_11#00447_11_5,00447,00447_11,00447_11_5,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","General statements against ""don""t ask don""t tell""",1,0.00010323060996597633,1.3197762200434227e-05
00889_29#00889_29_5,00889,00889_29,00889_29_5,Tibet should seek and gain independence.,"The Tibetan language is related to the Chinese Language, but is clearly distinct, as seen when it is compared to Mandarin, Cantonese, and the other Chinese dialects/languages",1,0.0009422585717402399,4.283820453565568e-05
00273_1#00273_1_5,00273,00273_1,00273_1_5,Governments should choose open source software in order to encourage its use.,"Open-source software usually lacks customer support and trouble shooting like closed-source software, meaning governments have to pay extra for that support:",-1,4.275906758266501e-05,4.2429550376255065e-05
00096_1#00096_1_3,00096,00096_1,00096_1_3,Governments should have the power to intern suspects without trial.,"The war on terror is not truly winnable, making it wrong to ""intern"" or detain on the indefinite basis of such a war.",-1,5.2884981414536014e-05,1.7583606677362695e-05
